"year","state","state_po","state_fips","state_cen","state_ic","office","candidate","party_detailed","writein","candidatevotes","totalvotes","version","notes","party_simplified"
2016,"MONTANA","MT",30,81,64,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,279240,494526,"20210113",NA,"REPUBLICAN"
2016,"MONTANA","MT",30,81,64,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,177709,494526,"20210113",NA,"DEMOCRAT"
2016,"MONTANA","MT",30,81,64,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,28037,494526,"20210113",NA,"LIBERTARIAN"
2016,"MONTANA","MT",30,81,64,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,7970,494526,"20210113",NA,"OTHER"
2016,"MONTANA","MT",30,81,64,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN DELTA PARTY",FALSE,1570,494526,"20210113",NA,"OTHER"
2016,"NEBRASKA","NE",31,46,35,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,495961,844227,"20210113",NA,"REPUBLICAN"
2016,"NEBRASKA","NE",31,46,35,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,284494,844227,"20210113",NA,"DEMOCRAT"
2016,"NEBRASKA","NE",31,46,35,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,38946,844227,"20210113",NA,"LIBERTARIAN"
2016,"NEBRASKA","NE",31,46,35,"US PRESIDENT","","",TRUE,16051,844227,"20210113",NA,"OTHER"
2016,"NEBRASKA","NE",31,46,35,"US PRESIDENT","STEIN, JILL","NOMINATED BY PETITION",FALSE,8775,844227,"20210113",NA,"OTHER"
2016,"NEVADA","NV",32,88,65,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,539260,1125385,"20210113",NA,"DEMOCRAT"
2016,"NEVADA","NV",32,88,65,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,512058,1125385,"20210113",NA,"REPUBLICAN"
2016,"NEVADA","NV",32,88,65,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,37384,1125385,"20210113",NA,"LIBERTARIAN"
2016,"NEVADA","NV",32,88,65,"US PRESIDENT","NONE OF THE ABOVE","",FALSE,28863,1125385,"20210113",NA,"OTHER"
2016,"NEVADA","NV",32,88,65,"US PRESIDENT","KOPITKE, KYLE KENLEY","INDEPENDENT AMERICAN",FALSE,5268,1125385,"20210113",NA,"OTHER"
2016,"NEVADA","NV",32,88,65,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","NO PARTY AFFILIATION",FALSE,2552,1125385,"20210113",NA,"OTHER"
2016,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,348526,744296,"20210113",NA,"DEMOCRAT"
2016,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,345790,744296,"20210113",NA,"REPUBLICAN"
2016,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,30777,744296,"20210113",NA,"LIBERTARIAN"
2016,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","","",TRUE,9618,744296,"20210113",NA,"OTHER"
2016,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,6496,744296,"20210113",NA,"OTHER"
2016,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","SCATTERING","",TRUE,2411,744296,"20210113",NA,"OTHER"
2016,"NEW HAMPSHIRE","NH",33,12,4,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN DELTA PARTY",FALSE,678,744296,"20210113",NA,"OTHER"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,2148278,3874046,"20210113",NA,"DEMOCRAT"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1601933,3874046,"20210113",NA,"REPUBLICAN"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,72477,3874046,"20210113",NA,"LIBERTARIAN"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,37772,3874046,"20210113",NA,"OTHER"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,6161,3874046,"20210113",NA,"OTHER"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","KENNEDY, ALYSON","SOCIALIST WORKERS",FALSE,2156,3874046,"20210113",NA,"OTHER"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN DELTA PARTY",FALSE,1838,3874046,"20210113",NA,"OTHER"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","MOOREHEAD, MONICA","WORKERS WORLD PARTY",FALSE,1749,3874046,"20210113",NA,"OTHER"
2016,"NEW JERSEY","NJ",34,22,12,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,1682,3874046,"20210113",NA,"OTHER"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,385234,798319,"20210113",NA,"DEMOCRAT"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,319667,798319,"20210113",NA,"REPUBLICAN"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,74541,798319,"20210113",NA,"LIBERTARIAN"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,9879,798319,"20210113",NA,"OTHER"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","MCMULLIN, EVAN","BETTER FOR AMERICA",FALSE,5825,798319,"20210113",NA,"OTHER"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,1514,798319,"20210113",NA,"OTHER"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,1184,798319,"20210113",NA,"OTHER"
2016,"NEW MEXICO","NM",35,85,66,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN DELTA PARTY",FALSE,475,798319,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,4379789,7802084,"20210113",NA,"DEMOCRAT"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,2527142,7802084,"20210113",NA,"REPUBLICAN"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","TRUMP, DONALD J.","CONSERVATIVE",FALSE,292392,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","CLINTON, HILLARY","WORKING FAMILIES",FALSE,140041,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","JOHNSON, GARY","INDEPENDENCE",FALSE,119156,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,107934,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","BLANK VOTE","",FALSE,77179,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,57442,7802084,"20210113",NA,"LIBERTARIAN"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","SCATTERING","",FALSE,48447,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","CLINTON, HILLARY","WOMEN'S EQUALITY",FALSE,36294,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","","",TRUE,12816,7802084,"20210113",NA,"OTHER"
2016,"NEW YORK","NY",36,21,13,"US PRESIDENT","VOID VOTE","",FALSE,3452,7802084,"20210113",NA,"OTHER"
2016,"NORTH CAROLINA","NC",37,56,47,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,2362631,4741564,"20210113",NA,"REPUBLICAN"
2016,"NORTH CAROLINA","NC",37,56,47,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,2189316,4741564,"20210113",NA,"DEMOCRAT"
2016,"NORTH CAROLINA","NC",37,56,47,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,130126,4741564,"20210113",NA,"LIBERTARIAN"
2016,"NORTH CAROLINA","NC",37,56,47,"US PRESIDENT","SCATTERING","",TRUE,47386,4741564,"20210113",NA,"OTHER"
2016,"NORTH CAROLINA","NC",37,56,47,"US PRESIDENT","","",TRUE,12105,4741564,"20210113",NA,"OTHER"
2016,"NORTH DAKOTA","ND",38,44,36,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,216794,344360,"20210113",NA,"REPUBLICAN"
2016,"NORTH DAKOTA","ND",38,44,36,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,93758,344360,"20210113",NA,"DEMOCRAT"
2016,"NORTH DAKOTA","ND",38,44,36,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,21434,344360,"20210113",NA,"LIBERTARIAN"
2016,"NORTH DAKOTA","ND",38,44,36,"US PRESIDENT","","",TRUE,6397,344360,"20210113",NA,"OTHER"
2016,"NORTH DAKOTA","ND",38,44,36,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,3780,344360,"20210113",NA,"OTHER"
2016,"NORTH DAKOTA","ND",38,44,36,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,1833,344360,"20210113",NA,"OTHER"
2016,"NORTH DAKOTA","ND",38,44,36,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN DELTA PARTY",FALSE,364,344360,"20210113",NA,"OTHER"
2016,"OHIO","OH",39,31,24,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,2841005,5496487,"20210113",NA,"REPUBLICAN"
2016,"OHIO","OH",39,31,24,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,2394164,5496487,"20210113",NA,"DEMOCRAT"
2016,"OHIO","OH",39,31,24,"US PRESIDENT","","NO PARTY AFFILIATION",FALSE,198733,5496487,"20210113",NA,"OTHER"
2016,"OHIO","OH",39,31,24,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,46271,5496487,"20210113",NA,"OTHER"
2016,"OHIO","OH",39,31,24,"US PRESIDENT","","",TRUE,16314,5496487,"20210113",NA,"OTHER"
2016,"OKLAHOMA","OK",40,73,53,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,949136,1452992,"20210113",NA,"REPUBLICAN"
2016,"OKLAHOMA","OK",40,73,53,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,420375,1452992,"20210113",NA,"DEMOCRAT"
2016,"OKLAHOMA","OK",40,73,53,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,83481,1452992,"20210113",NA,"LIBERTARIAN"
2016,"OREGON","OR",41,92,72,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,1002106,2001336,"20210113",NA,"DEMOCRAT"
2016,"OREGON","OR",41,92,72,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,782403,2001336,"20210113",NA,"REPUBLICAN"
2016,"OREGON","OR",41,92,72,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,94231,2001336,"20210113",NA,"LIBERTARIAN"
2016,"OREGON","OR",41,92,72,"US PRESIDENT","OTHER","",FALSE,72594,2001336,"20210113",NA,"OTHER"
2016,"OREGON","OR",41,92,72,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,50002,2001336,"20210113",NA,"OTHER"
2016,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,2970733,6115402,"20210113",NA,"REPUBLICAN"
2016,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,2926441,6115402,"20210113",NA,"DEMOCRAT"
2016,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,146715,6115402,"20210113",NA,"LIBERTARIAN"
2016,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,49941,6115402,"20210113",NA,"OTHER"
2016,"PENNSYLVANIA","PA",42,23,14,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,21572,6115402,"20210113",NA,"OTHER"
2016,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,252525,464144,"20210113",NA,"DEMOCRAT"
2016,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,180543,464144,"20210113",NA,"REPUBLICAN"
2016,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,14746,464144,"20210113",NA,"LIBERTARIAN"
2016,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","","",TRUE,9439,464144,"20210113",NA,"OTHER"
2016,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,6220,464144,"20210113",NA,"OTHER"
2016,"RHODE ISLAND","RI",44,15,5,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN DELTA PARTY",FALSE,671,464144,"20210113",NA,"OTHER"
2016,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1155389,2103027,"20210113",NA,"REPUBLICAN"
2016,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,855373,2103027,"20210113",NA,"DEMOCRAT"
2016,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,49204,2103027,"20210113",NA,"LIBERTARIAN"
2016,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","MCMULLIN, EVAN","INDEPENDENCE",FALSE,21016,2103027,"20210113",NA,"OTHER"
2016,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,13034,2103027,"20210113",NA,"OTHER"
2016,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,5765,2103027,"20210113",NA,"OTHER"
2016,"SOUTH CAROLINA","SC",45,57,48,"US PRESIDENT","SKEWES, PETER","AMERICAN",FALSE,3246,2103027,"20210113",NA,"OTHER"
2016,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,227721,370093,"20210113",NA,"REPUBLICAN"
2016,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,117458,370093,"20210113",NA,"DEMOCRAT"
2016,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,20850,370093,"20210113",NA,"LIBERTARIAN"
2016,"SOUTH DAKOTA","SD",46,45,37,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,4064,370093,"20210113",NA,"OTHER"
2016,"TENNESSEE","TN",47,62,54,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1522925,2508027,"20210113",NA,"REPUBLICAN"
2016,"TENNESSEE","TN",47,62,54,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,870695,2508027,"20210113",NA,"DEMOCRAT"
2016,"TENNESSEE","TN",47,62,54,"US PRESIDENT","","INDEPENDENT",FALSE,100618,2508027,"20210113",NA,"OTHER"
2016,"TENNESSEE","TN",47,62,54,"US PRESIDENT","","",TRUE,13789,2508027,"20210113",NA,"OTHER"
2016,"TEXAS","TX",48,74,49,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,4685047,8969226,"20210113",NA,"REPUBLICAN"
2016,"TEXAS","TX",48,74,49,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,3877868,8969226,"20210113",NA,"DEMOCRAT"
2016,"TEXAS","TX",48,74,49,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,283492,8969226,"20210113",NA,"LIBERTARIAN"
2016,"TEXAS","TX",48,74,49,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,71558,8969226,"20210113",NA,"OTHER"
2016,"TEXAS","TX",48,74,49,"US PRESIDENT","","",TRUE,51261,8969226,"20210113",NA,"OTHER"
2016,"UTAH","UT",49,87,67,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,515211,1131317,"20210113",NA,"REPUBLICAN"
2016,"UTAH","UT",49,87,67,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,310674,1131317,"20210113",NA,"DEMOCRAT"
2016,"UTAH","UT",49,87,67,"US PRESIDENT","MCMULLIN, EVAN","NO PARTY AFFILIATION",FALSE,255060,1131317,"20210113",NA,"OTHER"
2016,"UTAH","UT",49,87,67,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,39608,1131317,"20210113",NA,"LIBERTARIAN"
2016,"UTAH","UT",49,87,67,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,8032,1131317,"20210113",NA,"OTHER"
2016,"UTAH","UT",49,87,67,"US PRESIDENT","KOPITKE, KYLE KENLEY","INDEPENDENT AMERICAN",FALSE,2732,1131317,"20210113",NA,"OTHER"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,178573,320467,"20210113",NA,"DEMOCRAT"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,95369,320467,"20210113",NA,"REPUBLICAN"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","","",TRUE,22899,320467,"20210113",NA,"OTHER"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,10078,320467,"20210113",NA,"LIBERTARIAN"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,6758,320467,"20210113",NA,"OTHER"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","BLANK VOTE","",FALSE,4574,320467,"20210113",NA,"OTHER"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","INDEPENDENT",FALSE,1063,320467,"20210113",NA,"OTHER"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","VOID VOTE","",FALSE,826,320467,"20210113",NA,"OTHER"
2016,"VERMONT","VT",50,13,6,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","LIBERTY UNION PARTY",FALSE,327,320467,"20210113",NA,"OTHER"
2016,"VIRGINIA","VA",51,54,40,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,1981473,3982752,"20210113",NA,"DEMOCRAT"
2016,"VIRGINIA","VA",51,54,40,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1769443,3982752,"20210113",NA,"REPUBLICAN"
2016,"VIRGINIA","VA",51,54,40,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,118274,3982752,"20210113",NA,"LIBERTARIAN"
2016,"VIRGINIA","VA",51,54,40,"US PRESIDENT","MCMULLIN, EVAN","INDEPENDENT",FALSE,54054,3982752,"20210113",NA,"OTHER"
2016,"VIRGINIA","VA",51,54,40,"US PRESIDENT","","",TRUE,31870,3982752,"20210113",NA,"OTHER"
2016,"VIRGINIA","VA",51,54,40,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,27638,3982752,"20210113",NA,"OTHER"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,1742718,3317019,"20210113",NA,"DEMOCRAT"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1221747,3317019,"20210113",NA,"REPUBLICAN"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,160879,3317019,"20210113",NA,"LIBERTARIAN"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","","",TRUE,107805,3317019,"20210113",NA,"OTHER"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,58417,3317019,"20210113",NA,"OTHER"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,17623,3317019,"20210113",NA,"OTHER"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","KENNEDY, ALYSON","SOCIALIST WORKERS",FALSE,4307,3317019,"20210113",NA,"OTHER"
2016,"WASHINGTON","WA",53,91,73,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,3523,3317019,"20210113",NA,"OTHER"
2016,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,489371,713051,"20210113",NA,"REPUBLICAN"
2016,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,188794,713051,"20210113",NA,"DEMOCRAT"
2016,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,23004,713051,"20210113",NA,"LIBERTARIAN"
2016,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,8075,713051,"20210113",NA,"OTHER"
2016,"WEST VIRGINIA","WV",54,55,56,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,3807,713051,"20210113",NA,"OTHER"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1405284,2976150,"20210113",NA,"REPUBLICAN"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,1382536,2976150,"20210113",NA,"DEMOCRAT"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,106674,2976150,"20210113",NA,"LIBERTARIAN"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","STEIN, JILL","GREEN",FALSE,31072,2976150,"20210113",NA,"OTHER"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","SCATTERING","",FALSE,22764,2976150,"20210113",NA,"OTHER"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","","",TRUE,12386,2976150,"20210113",NA,"OTHER"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,12162,2976150,"20210113",NA,"OTHER"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","MOOREHEAD, MONICA","WORKERS WORLD PARTY",FALSE,1770,2976150,"20210113",NA,"OTHER"
2016,"WISCONSIN","WI",55,35,25,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN DELTA PARTY",FALSE,1502,2976150,"20210113",NA,"OTHER"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,174419,258788,"20210113",NA,"REPUBLICAN"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","CLINTON, HILLARY","DEMOCRAT",FALSE,55973,258788,"20210113",NA,"DEMOCRAT"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","JOHNSON, GARY","LIBERTARIAN",FALSE,13287,258788,"20210113",NA,"LIBERTARIAN"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","","",TRUE,6904,258788,"20210113",NA,"OTHER"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","","INDEPENDENT",FALSE,3224,258788,"20210113",NA,"OTHER"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","BLANK VOTE","",FALSE,2661,258788,"20210113",NA,"OTHER"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","CASTLE, DARRELL L.","CONSTITUTION PARTY",FALSE,2042,258788,"20210113",NA,"OTHER"
2016,"WYOMING","WY",56,83,68,"US PRESIDENT","OVER VOTE","",FALSE,278,258788,"20210113",NA,"OTHER"
2020,"ALABAMA","AL",1,63,41,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,849624,2323282,"20210113",NA,"DEMOCRAT"
2020,"ALABAMA","AL",1,63,41,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1441170,2323282,"20210113",NA,"REPUBLICAN"
2020,"ALABAMA","AL",1,63,41,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,25176,2323282,"20210113",NA,"LIBERTARIAN"
2020,"ALABAMA","AL",1,63,41,"US PRESIDENT","","",TRUE,7312,2323282,"20210113",NA,"OTHER"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,153778,359530,"20210113",NA,"DEMOCRAT"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,189951,359530,"20210113",NA,"REPUBLICAN"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,8897,359530,"20210113",NA,"LIBERTARIAN"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","ALLIANCE",FALSE,318,359530,"20210113",NA,"OTHER"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",FALSE,825,359530,"20210113",NA,"OTHER"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","JANOS, JAMES G. ""JESSE VENTURA""","GREEN",FALSE,2673,359530,"20210113",NA,"OTHER"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",FALSE,1127,359530,"20210113",NA,"OTHER"
2020,"ALASKA","AK",2,94,81,"US PRESIDENT","","",TRUE,1961,359530,"20210113",NA,"OTHER"
2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,1672143,3387326,"20210113",NA,"DEMOCRAT"
2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1661686,3387326,"20210113",NA,"REPUBLICAN"
2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,51465,3387326,"20210113",NA,"LIBERTARIAN"
